frame	anger	contempt	disgust	fear	happiness	neutral	sadness	surprise
175	0.00215443969	0.0159206111	0.000100395	2.80750555e-05	0.0183283035	0.9537307	0.009659996	7.74599248e-05
225	9.137978e-05	0.00162350025	8.283503e-05	0.00227180659	0.001053046	0.932212055	0.006683875	0.0559815
250	0.000422287179	0.002711701	1.016028e-05	3.876821e-06	0.000288700772	0.9951215	0.00137872319	6.305116e-05
275	6.36716359e-05	0.000255917315	3.45145878e-07	7.309711e-06	7.226838e-06	0.9990987	0.000455607165	0.000111233443
300	0.00183187088	0.00176075078	0.0006638603	0.00115860917	0.00436439225	0.9623377	0.00121173181	0.0266711228
325	0.165744483	0.0601872876	0.00247305934	0.000386358966	0.000106401938	0.6977365	0.07272328	0.0006426571
350	0.0007832694	0.00059374026	0.000146691047	0.00281107984	0.000285815273	0.9740814	0.00397347845	0.0173245333
375	9.510483e-05	0.00017663544	7.46745172e-06	0.0003398807	0.000169628736	0.9712815	0.0006847117	0.0272450168
400	2.87226749e-06	4.95473444e-07	2.57151083e-08	0.00465346873	2.46608556e-06	0.991831541	0.00223902776	0.00127009524
425	8.993722e-05	0.000473870983	3.348537e-06	0.000177847425	0.000135393158	0.8160236	0.183037028	5.89758565e-05
450	0.00118350622	0.003419592	0.000234331659	0.01763425	0.0018265883	0.8912559	0.07808836	0.00635742955
475	0.0180645585	0.005711081	0.0005194583	0.00337821874	0.002764423	0.9474757	0.00942332	0.0126632545
525	0.0007355073	0.000229270256	5.13943742e-05	0.004394179	0.00244859955	0.8768472	0.00215309346	0.113140769
550	0.0349532664	0.0034447303	0.00248384988	0.0376298539	0.00337027083	0.826901257	0.0358898826	0.0553268641
575	0.00664522825	0.006753507	0.00216710428	0.0249267016	0.125744671	0.4950001	0.00473956531	0.334023118
600	2.57371776e-05	0.0004905917	1.35035771e-06	1.55916916e-06	0.00421932945	0.9946751	4.160547e-05	0.00054475345
625	0.0007082336	0.0107076578	0.000950030633	0.001417203	0.11135716	0.7865354	0.0791963339	0.009127982
650	0.0148888631	0.0547081	0.00240892917	0.000144946272	0.0138877444	0.8577912	0.0556008	0.000569432159
675	0.00254100445	0.157416865	0.000227962475	1.72894852e-05	0.061050158	0.776847	0.0006624581	0.00123727357
700	0.0008429663	0.03479572	0.0001305849	1.21241364e-05	0.155906275	0.806206167	0.00171760086	0.000388558721
725	0.000325677276	0.010236931	3.05781978e-05	2.765772e-06	0.243001238	0.7457718	0.000514754269	0.000116209558
750	0.0006929185	0.06897907	4.919302e-05	7.344859e-07	0.1762901	0.753609538	0.00033939525	3.903233e-05
825	0.00121209421	0.06601191	0.005115469	0.0609664433	0.219671115	0.286738157	0.3494897	0.0107951006
850	3.02846656e-05	0.00130877679	2.7931701e-05	7.33761726e-06	0.9533944	0.0445454977	0.0006008543	8.489917e-05
900	1.176973e-06	1.13170688e-06	3.69042436e-06	1.68241536e-06	0.999893546	1.21808816e-05	5.29904369e-08	8.65301e-05
1875	7.669146e-05	0.00353238755	0.000140569173	7.579292e-05	0.224645749	0.7227937	0.0480506644	0.000684462
2025	0.000255927618	0.000382601633	0.000214620464	2.20018887e-06	0.0212589912	0.9663063	0.0115357386	4.35902366e-05
2300	0.00253470079	0.03212391	0.000942215964	0.000221182068	0.131032482	0.800149143	0.0318490341	0.00114729744
2550	1.24202516e-05	0.0123114688	1.55407361e-05	3.04450765e-07	0.0712072253	0.915054739	0.00137771433	2.05818087e-05
2575	0.0002684215	0.0113432128	7.652566e-05	1.02523131e-06	0.05676818	0.930634141	0.00085762277	5.09000347e-05
2950	0.0447794721	0.2731671	0.06174978	0.00255630049	0.03923683	0.483701557	0.08245172	0.0123572415
3000	0.01548504	0.009727809	0.00111435517	0.005980426	0.000356413948	0.91376555	0.04578847	0.00778190559
3025	1.84039382e-05	9.653537e-05	2.45354227e-06	2.69155947e-07	1.32221169e-06	0.986937344	0.01293792	5.725444e-06
3050	0.0695894063	0.004995008	0.000408871128	3.071181e-05	0.0004823242	0.923350751	0.0007488743	0.0003940687
4075	0.194645628	0.0137914745	0.00334940152	0.000114410592	0.000241641974	0.568536639	0.219235554	8.528341e-05
4100	0.347645521	0.39216736	0.00149912678	3.4312684e-06	7.88087254e-06	0.2542192	0.00442493474	3.2541062e-05
4125	0.5434214	0.0498353653	0.00341175683	0.000305544963	3.68531187e-06	0.395870775	0.006099354	0.001052144
4150	0.0122204311	0.613111556	0.0207353421	0.0197350141	0.0219033509	0.184171483	0.123766042	0.004356768
4200	0.0335816555	0.391554147	0.0204493683	0.0059687593	0.02745564	0.291823834	0.227578238	0.0015883476
4225	0.0173091087	0.143081933	0.0136733595	0.002153795	0.02712538	0.349894136	0.446217567	0.000544720446
4250	0.103741482	0.0432131924	0.02154237	0.003722452	0.0178245418	0.5899405	0.218242511	0.00177297613
4275	0.00360587169	0.04165264	0.00264427322	0.00020019662	0.006673243	0.3796817	0.565441966	0.000100072866
4300	0.0092567075	0.004814386	0.000546303869	0.0024838245	0.000149263738	0.90859735	0.06659442	0.00755775673
4325	0.0204731934	0.009442917	0.00198763	0.004703417	2.88689225e-05	0.3684298	0.593612432	0.00132173579
4350	0.004452239	0.2736251	0.01475277	0.000676255033	0.00646793144	0.16197966	0.5377872	0.000258805347
4375	0.044207152	0.0624151863	0.015573143	0.00501589244	0.0121328989	0.387296617	0.471750528	0.00160857243
4400	0.01579607	0.021734206	0.00668763556	0.00187448051	0.007010634	0.347092628	0.598992348	0.0008120229
4425	0.0140435128	0.0260432363	0.00459001353	0.03357759	0.008610652	0.523684144	0.367598772	0.0218520854
4450	0.00647878367	0.0161461663	0.00187146047	0.0165647082	0.00579612376	0.593505263	0.344065428	0.0155720748
4475	0.00272679585	0.003068121	0.00178205047	0.00162536628	0.0004977329	0.8534181	0.130805656	0.006076137
5475	0.00103679951	3.070588e-05	2.24841042e-05	8.62581e-06	5.00822944e-06	0.9380895	0.0607010424	0.000105824867
5500	0.0012841695	0.000135205977	2.619968e-05	1.48083109e-05	2.38984339e-05	0.9773776	0.020890547	0.000247552234
5525	0.00212823274	0.00103361369	0.000237530563	0.000141180921	3.760732e-05	0.851483166	0.1441139	0.0008247495
5550	0.0008973194	0.00833029952	0.00153355731	0.000323767163	0.04261269	0.776078463	0.1694556	0.000768272963
5600	0.009658354	0.00294401962	0.00549056241	0.000153479486	0.000242555252	0.7147828	0.26654008	0.000188188365
5625	0.00215357123	0.00108385889	0.000223611045	4.45850019e-05	0.000599943334	0.9744234	0.0210288055	0.00044221693
5875	0.0268734265	0.005250396	0.008744007	0.00208123587	0.0002623746	0.428238481	0.527166247	0.0013838592
5950	0.000698495249	0.0004022053	0.000165253427	0.00017114816	0.0354672223	0.9293503	0.03281922	0.00092613633
5975	0.0004922297	0.0448720045	0.0009432482	3.17215854e-05	0.525827765	0.357801825	0.06993167	9.951856e-05
9650	1.3953224e-05	0.000639561	6.982909e-05	2.227996e-06	0.00194342167	0.9713097	0.0259338953	8.73844e-05
9675	5.88992552e-05	0.0136500383	0.000241236718	2.95742375e-05	0.06610905	0.916170359	0.003158648	0.00058220193
9700	3.409625e-05	0.008277961	9.998991e-05	1.05683841e-06	0.154787913	0.83475107	0.002000693	4.72236061e-05
9725	0.000244920171	0.231989861	0.000162160781	0.000298176281	0.09422028	0.665976465	0.0018533275	0.005254839
9750	2.51552337e-05	0.04065421	1.88834274e-05	5.29785439e-06	0.391717672	0.56659013	0.000397645228	0.000590976153
9775	0.000104759863	0.06038149	0.000207664634	0.0009850424	0.213098153	0.703554	0.014308814	0.007360104
9800	0.0009688783	0.04150139	0.00177958747	0.000520150061	0.6145693	0.3324273	0.00590269873	0.002330673
10450	4.329369e-05	0.002703332	1.54531317e-05	8.84702729e-07	0.008298073	0.986932	0.00194364914	6.335524e-05
10475	1.008387e-05	0.0017097923	3.0848355e-06	5.56693749e-07	0.0297104064	0.9680567	0.0002616007	0.000247818447
10500	0.000527511234	0.0203257762	0.00175873982	0.000241963411	0.13043125	0.764752	0.0802408	0.00172197807
10525	0.000123887337	0.0127357217	0.0004583314	2.73752521e-05	0.2096861	0.72001797	0.05680879	0.000141847748
10550	0.000146534076	0.00835694	2.00607847e-05	3.45617627e-06	0.130551472	0.8603531	0.000149866886	0.000418535317
10575	7.35407157e-05	0.02161253	0.0006616222	0.00011202418	0.2935857	0.6035868	0.07939982	0.0009679803
10600	5.19200075e-05	0.0155088063	0.000262206624	3.21723237e-05	0.2829656	0.6483723	0.0524883866	0.000318643666
10625	0.000442664459	0.006366109	0.0005314821	2.19327867e-05	0.6249089	0.356075943	0.0115403049	0.000112630434
10650	0.000104230523	0.0009278898	3.86485444e-05	2.91477536e-05	0.977314651	0.02124979	5.09704623e-05	0.0002846925
10675	0.00103862176	0.01046971	0.000127672945	3.835419e-05	0.65401727	0.3331298	0.00107396778	0.000104640996
10700	0.00122359849	0.01007233	0.000145944679	9.798725e-06	0.5847804	0.403211683	0.000489093363	6.7189605e-05
10725	7.050206e-05	0.00494201947	3.477659e-05	5.132336e-06	0.7091894	0.2853462	0.000123049613	0.000288868527
10750	0.000439287251	0.0012832561	0.000184483448	0.00158831954	0.82948	0.0537255742	0.0003371912	0.112961873
10775	4.02571968e-05	0.000162971861	1.60305644e-05	1.516447e-05	0.983092248	0.0159864072	6.47646739e-05	0.0006221558
10800	1.16265755e-05	0.00210521067	2.5900632e-05	1.71717929e-05	0.940052867	0.0569710769	0.000512972241	0.000303188339
10825	4.67643258e-06	0.000909499649	2.1488e-06	1.69976843e-07	0.870931268	0.128073126	7.1978604e-05	7.13240843e-06
10850	0.00115689577	0.005670239	0.0006533532	0.000241928443	0.48339203	0.498733222	0.00777182169	0.00238052243
10875	0.000289243355	0.000363416417	2.38892171e-05	1.10417277e-05	0.958478451	0.04062025	0.00018882622	2.48885644e-05
11125	0.00270332978	0.000203578224	0.000191328319	0.00116942881	1.95144639e-05	0.3217809	0.0011061671	0.672825754
11300	0.01649049	0.179934934	0.00108394714	1.65607544e-05	0.245504856	0.5548399	0.00198812457	0.000141177254
11325	0.00158855086	0.190000042	0.00155257224	5.17880762e-05	0.22197172	0.5540663	0.0302724931	0.000496534863
11625	0.000461599964	0.01897185	0.00290089124	0.00202272041	0.8617743	0.0336619839	0.0604034327	0.01980317
11650	0.002172866	0.239415646	0.003119931	0.00021181909	0.217633769	0.4501214	0.08686082	0.000463769975
11675	0.0008096063	0.0324300379	0.00530438824	0.006269032	0.0418096334	0.4519363	0.456641734	0.00479925
11700	0.0005781106	0.004329322	9.833294e-05	0.000314348057	0.0910110846	0.8990802	0.00290564075	0.00168292015
11725	0.00202816282	0.03000638	0.00207521021	0.14611055	0.00122088531	0.3830525	0.414663821	0.0208425149
11750	0.0010526781	0.00166316994	3.1235304e-05	0.00220373739	0.00273864367	0.98697716	0.00141964376	0.00391374063
11775	0.000344605622	0.05267639	0.000727758859	0.000152505963	0.282569736	0.5231042	0.140080139	0.0003446809
11800	0.0113834329	0.429269433	0.0182487089	0.0223983955	0.0743967	0.298353761	0.123813063	0.0221365169
11825	0.008300928	0.04526812	0.008867425	0.000777104753	0.000324941153	0.0978755057	0.8381438	0.000442147983
11925	0.0007212273	0.0011978806	6.03017e-05	0.00248950068	0.07293164	0.751251	0.169291452	0.00205702824
11950	0.000103619219	0.007825297	5.011568e-05	2.39801775e-05	0.07931351	0.90392524	0.008592908	0.000165335616
11975	0.03649939	0.022577215	0.0165777486	0.0202141088	0.279800624	0.420948625	0.200423658	0.002958618
12000	0.07847561	0.0188036542	0.07083031	0.07551281	0.00388457044	0.156479463	0.589700043	0.00631351164
12025	0.3834834	0.004147872	0.000749711	0.000410553941	1.78731921e-06	0.360306352	0.2506938	0.000206537952
12050	0.0142928306	0.0124681639	0.00761723239	0.0123971663	2.38223924e-06	0.0568955019	0.895310938	0.00101580238
12075	0.470926553	0.003055171	0.0130764535	0.008306662	2.62885487e-06	0.0816895	0.4119526	0.010990411
12100	0.000696747156	0.00131463225	0.0006667622	0.000495465356	0.0005370281	0.919659436	0.05680511	0.0198248047
12125	0.00492656976	0.0118534314	9.832764e-05	2.53269591e-05	0.01109338	0.9701107	0.00177470036	0.000117539435
12150	0.00254388968	0.0716262	0.00189058261	0.042832613	0.0122262491	0.437929243	0.423904	0.00704721361
12175	0.00299023231	0.00319859921	0.0006568813	0.0134735676	0.0001618593	0.184292644	0.7936536	0.00157262059
12200	0.004706629	0.0183273517	0.00713957474	0.002076974	0.01811708	0.212123767	0.735853553	0.00165508385
12225	0.09861065	0.00275550736	0.0154505931	0.0352321379	0.206449941	0.148400888	0.472269	0.0208312944
12250	0.164764643	0.01613716	0.0257889163	0.01480637	0.0029893592	0.6070727	0.136832237	0.03160859
12275	0.0103443256	0.00444388669	0.0005814825	0.000211891165	0.00118605676	0.9756187	0.00401949836	0.00359415938
12300	0.0009243829	0.008918707	0.0006382942	0.000126792045	0.07590262	0.901209056	0.0104888	0.00179135636
12325	0.00148394029	0.00189387333	0.000471048872	0.00190083787	0.0246726889	0.93474853	0.008597381	0.0262316763
12350	0.0001885489	0.00548267132	0.000243727831	8.61562e-05	0.729128	0.2453345	0.019385498	0.00015086199
12375	0.007829891	0.0650192946	0.000957008568	0.000399635464	0.08343501	0.8341969	0.005148831	0.00301339664
12400	0.00232318719	0.015206432	0.003404673	0.0385646038	0.302284956	0.187498182	0.4257165	0.0250014719
12425	0.10659644	0.07090879	0.007844461	0.0021512832	0.0298237931	0.6348569	0.146745145	0.001073223
12450	0.00777368248	0.008138145	0.00732456474	0.144939154	0.00274396013	0.3330842	0.297358245	0.198638037
12475	0.0151463011	0.0037123803	0.00708680041	0.0104183527	5.64065158e-05	0.101076938	0.8591507	0.00335211027
12500	0.0345790945	0.0198118854	0.01970093	0.0966634	0.2807187	0.367919534	0.116596371	0.06401008
12525	0.006884841	0.0207820926	0.000506545242	0.000314327364	0.0287663676	0.914010644	0.028304914	0.0004302406
12550	0.00241922378	0.0245825741	0.002182916	0.09530767	0.0115416581	0.565562367	0.269133925	0.0292696916
12575	0.00193096546	0.133850172	0.0032653	0.0757359862	0.06138396	0.286650926	0.434423149	0.00275952788
12950	0.260267973	0.0243949555	0.127733976	0.01054602	0.000306205766	0.303270966	0.22386466	0.04961525
13050	0.01000522	0.000943846244	0.002641529	0.021276528	0.000298750529	0.012858307	0.949609756	0.00236605015
13075	0.005110259	0.0228262078	0.00135400891	0.0005461818	0.00286979042	0.930844	0.02513631	0.0113132279
13100	0.007827765	0.00599117065	0.000180077666	5.755891e-05	0.00148362317	0.9801715	0.00368535519	0.0006029353
13125	0.03600652	0.0108568687	0.005207156	0.00154979341	0.0520036966	0.87657	0.009290207	0.008515764
13150	0.0105332006	0.00586426957	0.00226602121	0.00020070294	0.00658270763	0.9522563	0.0213975869	0.0008991871
13175	0.00252431841	0.00498885941	0.000207114223	0.000161926175	0.0004220386	0.922948837	0.06834956	0.000397358119
13200	0.0100544272	0.0113619473	0.02245032	0.0319379158	0.329011321	0.3139843	0.0435852334	0.237614542
13225	0.200482756	0.0114604095	0.0544845723	0.000181613752	0.5130083	0.216158971	0.00178421056	0.00243918272
13250	0.0339898244	0.0008591142	0.0206293426	0.007810349	0.879753947	0.01994509	0.00275394646	0.0342583731
13275	0.00189475249	0.00257534487	0.000824580842	0.00029627356	0.00138152426	0.9639698	0.01881515	0.0102425544
13300	0.000339522143	0.001449835	1.71028732e-05	1.45043105e-05	0.005738673	0.989397347	0.00262162928	0.00042139765
13375	0.0645739362	0.0150747579	0.156480923	0.03629453	0.00471025752	0.269021779	0.271509	0.18233484
13400	0.0383381173	0.00499596447	0.04617867	0.301716924	0.08864406	0.0270393454	0.414827943	0.078259
13425	0.035337694	0.029457964	0.013172105	0.0209120661	0.00039779878	0.160942972	0.7379403	0.00183908537
13450	7.28460145e-05	0.0106150461	0.0005319629	3.585391e-06	0.00109817646	0.0297658648	0.9579119	6.064165e-07
13950	0.000307968061	0.000453371962	6.7177396e-05	3.816919e-06	0.0141498484	0.9479958	0.03695254	6.949768e-05
14025	0.00120377587	0.00017157101	0.0001768917	6.286163e-06	3.17364756e-05	0.7793244	0.219074145	1.11752406e-05
14050	0.000145378915	0.0001782807	5.627416e-05	6.20696665e-06	7.959455e-05	0.835106134	0.164398879	2.92466484e-05
14075	0.0009588922	0.0006229642	0.000435554073	0.000105413332	0.0002848528	0.918511331	0.0788005441	0.000280442968
14150	7.270207e-05	3.28409078e-05	4.006582e-05	3.10166615e-06	0.000103747559	0.965757251	0.03397242	1.785032e-05
14200	1.0386243e-05	0.0173577517	1.27540179e-05	7.52671156e-07	0.275665015	0.7066897	0.000150902124	0.000112755632
14225	0.0012519476	0.0007118703	9.21892643e-05	0.0005419354	0.00201043743	0.986936867	0.007238869	0.00121586642
14250	0.000141768891	0.00301325414	2.58953132e-05	1.62272972e-05	0.0575165339	0.9379248	0.00118638936	0.00017510663
14700	0.223342374	0.0203941483	0.009581425	0.00684410846	0.001771755	0.6893096	0.0204232447	0.028333379
14825	0.3849646	0.01492178	0.004972041	0.0114914225	0.000233819475	0.5197959	0.0277342517	0.035886202
16175	0.0005392642	0.00713520776	0.000192276173	6.89748458e-06	0.0320204459	0.953875363	0.005867695	0.000362866849
16200	0.00160831306	0.0134367738	0.00188230712	5.967185e-05	0.178054258	0.7846935	0.01953574	0.0007294631
16250	0.00829182	0.0360324867	0.0109997625	0.000295608974	0.202647477	0.5751003	0.165102139	0.00153040746
16275	0.00142887258	0.00389197236	0.000504818745	0.0004592707	0.6247568	0.3572565	0.004198861	0.007502903
16300	0.000434269779	0.00148049416	0.0007016112	3.29441064e-05	0.000467000442	0.943097532	0.0528911948	0.000894957455
16325	0.00245640962	0.00213306281	0.0004169853	2.43443847e-05	2.79502365e-05	0.9146789	0.07967193	0.000590454263
16350	0.00111435959	0.00586054428	0.000330849783	1.48661275e-05	0.00187146582	0.959725559	0.0304192882	0.0006630441
16375	0.00116270734	0.00253691874	0.000120261386	2.47780213e-06	0.000297670776	0.9878179	0.007685968	0.000376138283
16400	0.00199487433	0.02203727	0.0005885528	5.662937e-05	0.008890413	0.850638032	0.115547888	0.000246321055
16475	0.0009785109	0.008145674	0.00101561553	1.73601511e-05	0.00122012012	0.9762177	0.0111409007	0.001264154
16500	0.003617462	0.00580234453	0.001406981	8.41951041e-05	0.000287653675	0.940469	0.0463530421	0.00197930424
16525	0.0008780932	0.00373745733	0.0003058672	1.00095922e-05	7.684028e-05	0.953338	0.04116961	0.000484093674
16550	0.0100159105	0.02340217	0.00163319486	0.0001016239	0.006057249	0.8410532	0.117132209	0.0006044343
16575	0.0005081314	0.0223669857	0.00185918331	3.73287148e-05	0.368557245	0.5762061	0.0297946315	0.000670382346
16650	0.236031517	0.01476958	0.19640784	0.00299257762	0.0008916545	0.29080838	0.2429049	0.0151935341
17275	4.702788e-05	0.0117688673	0.000186653851	0.000122336831	0.0223983135	0.890092432	0.0750702247	0.000314129575
17300	0.000223613344	0.0509436727	0.0004726262	3.770914e-05	0.231970608	0.6556527	0.0605559833	0.000143096157
17325	1.2270687e-05	0.0336467065	2.754183e-05	1.12426119e-06	0.265748978	0.6885987	0.0119373789	2.729546e-05
17500	0.0006480718	8.210741e-05	8.22775037e-05	5.381645e-05	0.000675009855	0.766458154	0.231746182	0.00025435604
17525	0.0003222804	0.000135484108	4.23016536e-05	1.13387205e-05	0.000114740462	0.743258834	0.256025732	8.928806e-05
19425	2.34609516e-07	3.23627614e-06	1.5375573e-06	1.89941119e-07	0.9998926	7.18649e-05	2.46639775e-08	3.034617e-05
19450	9.903283e-07	7.737505e-05	1.52413995e-05	3.02570147e-09	0.9935913	0.00631269347	1.59184e-06	8.211363e-07
19550	0.00163502223	1.45833937e-05	0.00413408037	4.155363e-06	0.992330253	0.000190833889	0.00167052972	2.05285723e-05
19575	3.732465e-07	4.14661333e-10	9.19409956e-07	1.39311229e-10	0.9999986	5.14702e-09	9.504202e-08	3.98744149e-09
19600	0.0008526796	8.406064e-06	0.0133304214	9.752241e-07	0.9845082	9.8515804e-05	0.00118771172	1.304935e-05
19775	0.000619470142	0.000472105632	0.00217333087	0.000309058058	0.9920195	0.00394412549	0.000107720887	0.000354733726
22200	0.008781267	0.0005745168	0.00181650824	0.00405735662	0.778288841	0.006952532	2.26497741e-05	0.199506313
22275	0.4589543	0.0319700167	0.0327637978	0.02796789	0.003142837	0.230224088	0.00770385563	0.207273215
22300	0.6679459	0.0126519324	0.07613425	0.00377448113	0.0005464548	0.202525347	0.00264141313	0.03378018
22325	0.348396152	0.0165907852	0.079949595	0.0009939891	0.0008656871	0.5279918	0.009802221	0.0154098123
22350	0.720355451	0.003302251	0.08808023	5.38112454e-06	1.14383408e-06	0.186245814	0.000582784065	0.001426971
22375	0.00159554579	8.49943463e-05	0.000152904788	9.946588e-06	0.000216366941	0.99271667	0.004863711	0.000359844969
22500	0.005919867	0.01417307	0.000487702055	0.0178752057	0.007119772	0.0902854949	0.000373324117	0.863765538
22550	0.2026337	0.0516123921	0.231310919	0.000759843	0.0282991454	0.428491861	0.05187803	0.005014132
22600	0.0150958262	0.0189259052	0.00385511713	0.0006484852	0.06084361	0.879878342	0.01760549	0.00314723817
22625	0.0027080283	0.007497778	0.000970258145	0.0822763741	0.0006245369	0.7128234	0.127931386	0.06516827
23300	0.008011361	0.00273841154	0.003912573	0.0142713645	0.005818814	0.6304964	0.0224040747	0.312347025
23325	0.008641974	0.102097325	0.000245585659	6.394042e-06	0.00766169652	0.8754882	0.005780948	7.78532e-05
23350	0.00507497275	0.147483662	0.0124627873	0.000397536322	0.0315552056	0.3869059	0.415824443	0.0002954848
23400	0.00101862766	0.0104166809	0.000352493254	0.000356356963	0.450968117	0.524517953	0.0118843392	0.000485455879
23425	0.491256148	0.0225451067	0.03799873	0.000621320738	7.934769e-05	0.3662779	0.07544672	0.005774732
23450	0.4983579	0.041556824	0.0163302273	2.03665913e-05	9.474977e-06	0.4284236	0.0146678351	0.000633757736
23475	0.352081358	0.06914122	0.007210481	9.841066e-05	9.45116262e-05	0.555353642	0.0156490672	0.00037130728
23500	0.489900649	0.0821409	0.00506399339	0.000139052325	4.941209e-06	0.406563163	0.0156561714	0.000531129
25525	0.02624371	0.08893692	0.017370468	0.000189594692	0.00732636	0.363745928	0.495955	0.000232032573
25625	0.1478004	0.00132008037	0.00128520129	2.80805443e-06	6.49083745e-07	0.09916758	0.750421345	1.93619144e-06
25650	0.009133115	0.01952991	0.011095413	0.000201894029	0.00393410632	0.371316075	0.584614456	0.000175004636
25675	0.008834274	0.03053502	0.0239568371	0.00155537052	0.179371968	0.397207528	0.356979668	0.00155931374
25700	0.124945559	0.06813035	0.142601848	0.00141661614	0.05277766	0.378351659	0.228861183	0.00291513861
25725	0.1393563	0.07768228	0.0544788	0.000210402752	0.00184225594	0.5788958	0.146240458	0.00129371649
25925	0.7863702	0.0218863	0.00154232373	0.0009074916	6.275681e-05	0.17614226	0.0126130925	0.00047553578
25950	0.6193289	0.00981002	0.004167191	0.003538299	4.12733934e-05	0.233008415	0.129731759	0.00037410736
25975	0.0132479118	0.180581778	0.0116391936	0.004665878	0.238042071	0.311331153	0.239096045	0.00139596278
26000	0.00146558392	0.0405980945	0.0009926553	8.873372e-05	0.243762627	0.6763762	0.03653447	0.000181626165
26025	0.0257325321	0.0436130464	0.00433152448	0.000160416341	0.393625528	0.388754427	0.143733427	4.91041355e-05
26225	0.000446905877	0.238246977	0.003767399	6.8203095e-05	0.341962755	0.313779622	0.101619951	0.000108209824
26625	1.05113786e-05	0.000836519059	4.96559551e-05	6.912539e-07	0.0002504945	0.9934304	0.00538213644	3.96047362e-05
26650	0.000158881652	0.000442732038	0.000141904864	1.34083382e-06	0.000313862	0.9728335	0.0260267518	8.10314159e-05
26750	0.0142732346	0.000117136093	0.00023546211	9.382928e-06	0.0010875474	0.9826818	0.00151088671	8.45616742e-05
26775	0.000298749073	0.000192415086	4.08288952e-06	2.17131274e-05	0.0005995533	0.9983088	0.0003103135	0.000264384347
26800	7.0647875e-05	0.000283356581	2.70142955e-05	1.24238441e-05	0.00236648647	0.9796512	0.017317228	0.000271618163
26900	0.000937536068	0.000250141631	9.37487348e-05	2.42324313e-05	0.000441787561	0.9495338	0.04860827	0.000110443623
27375	0.000175718815	0.0133057628	0.000287653151	5.78433037e-06	0.235148221	0.7411008	0.009693608	0.0002824717
27825	0.00142205239	0.000355826836	0.0006085927	1.92297448e-05	0.00228737923	0.9814174	0.0135328295	0.000356682343
27850	0.001159783	0.000143912	0.000177966736	0.0003756878	0.00764062349	0.9384121	0.0516573265	0.0004326211
28075	7.495098e-05	0.000118342083	9.869795e-06	2.06532932e-05	0.0002480903	0.9938459	0.005450024	0.000232163948
28100	2.72696561e-05	0.00317386677	5.365949e-05	2.22361268e-06	0.008543361	0.985044062	0.00307604112	7.95016749e-05
30225	0.0794463754	0.0371139161	0.00103493559	6.01705433e-05	4.4406177e-05	0.857845	0.02409509	0.000360100355
31950	8.34339e-05	0.000503640331	0.00012322361	2.423534e-06	0.0002724554	0.9338409	0.06510589	6.803445e-05
31975	0.00010246304	0.0005537378	0.000121357094	8.026869e-07	1.4820359e-05	0.9655135	0.03358894	0.00010434752
32175	7.371639e-05	0.000312347576	8.277571e-05	2.08255827e-07	0.002621937	0.985632241	0.01124164	3.51404778e-05
32275	0.0612740368	0.0324096531	0.00157006993	0.0234900936	0.00601788936	0.842293561	0.00387945445	0.0290652644
32300	0.0021230795	0.0133158863	0.000441230979	0.0002274746	0.0959111452	0.8763783	0.00279670884	0.0088062
32325	0.004114539	0.08536185	0.005817379	6.650428e-05	0.0150033394	0.789884567	0.09878548	0.0009663618
32350	0.000228117337	0.00105491653	0.000116947987	5.65890844e-07	0.0005929805	0.9867808	0.0110623334	0.000163338118
32375	0.0196657013	0.00608984428	0.00197576173	2.08173751e-05	0.000518664543	0.9515056	0.0167934131	0.00343021215
32425	0.00105677743	7.37048758e-05	1.12320668e-05	1.6951426e-05	0.000419735326	0.989627957	0.008736434	5.722869e-05
32450	0.000102812657	0.0005190467	3.63483e-06	4.493356e-07	1.55827274e-05	0.997943938	0.001391738	2.278319e-05
32475	0.000738302	0.111125223	0.000166700309	2.9787825e-06	0.0544165038	0.8326138	0.000815161562	0.000121307938
32500	0.00262475456	0.256188571	0.00172460463	2.65910785e-05	0.2720187	0.448370546	0.018861413	0.0001847939
32525	0.00241033337	0.009209015	0.00254305312	5.49226643e-05	0.0615888052	0.888452947	0.03487412	0.000866782153
32550	0.0515554845	0.00179002876	0.0255604219	0.001065869	0.00273872935	0.8621786	0.03539712	0.0197137
32575	0.037653707	0.3944043	0.009132746	0.000190434643	0.002111999	0.503399	0.0500767156	0.00303107779
32600	0.000569952361	0.00297437073	0.000374500349	5.87619024e-06	0.00102300569	0.9209151	0.07402107	0.000116119729
32625	0.00751325861	0.224206641	0.002160237	4.09587665e-05	0.109999381	0.6522424	0.003416898	0.000420191238
32650	0.01168291	0.01468716	0.005481767	3.97332151e-05	0.00753186829	0.826881945	0.133549109	0.000145528073
32675	0.0760835856	0.00258488976	0.0007047057	6.814623e-05	0.00102719641	0.6999039	0.21954377	8.38181e-05
32700	0.0500756279	0.00263476535	0.0008225715	7.059105e-05	0.0009451628	0.7899877	0.155299887	0.000163707649
32725	0.05238664	0.0184779726	0.00181462476	4.70226e-05	0.002415853	0.79717803	0.127571464	0.000108378663
